NomeProduto,Categoria,Preco,Origem,QuantidadeVendida,Litros,ImpactoAmbiental
Hiper Oxigênio Eficiente Puro,Oxigênio Líquido,185.0,Internacional,782,91.93,9.96
Plus Hidrogênio Puro Verde,Oxigênio Gasoso,248.0,Importado Especial,332,,1.59
Ultra Hidrogênio Verde Essencial,Hidrogênio Gasoso,238.0,Importado Exclusivo,1276,,3.27
Super Oxigênio Eficiente Poderoso,Oxigênio Gasoso,206.0,Nacional,716,,9.66
Max Hidrogênio Eficiente Extra,Oxigênio Líquido,256.0,Importado Especial,1732,80.73,9.38
Plus Hidrogênio Puro Verde,Oxigênio Líquido,256.0,Importado Especial,820,68.04,1.0
Mega Oxigênio Puro Premium,Hidrogênio Líquido,203.0,Importado,121,87.34,1.84
Hiper Hidrogênio Puro Puro,Hidrogênio Gasoso,253.0,Local,1738,,7.61
Ultra Oxigênio Eficiente Extra,Oxigênio Gasoso,193.0,Importado Especial,1160,,1.98
Mega Hidrogênio Verde Poderoso,Hidrogênio Gasoso,223.0,Local,840,,0.14
Ultra Hidrogênio Eficiente Puro,Hidrogênio Líquido,197.0,Nacional Premium,1474,38.46,9.55
Plus Hidrogênio Puro Natural,Oxigênio Gasoso,200.0,Nacional,1888,,0.63
Ultra Oxigênio Premium Essencial,Oxigênio Gasoso,139.0,Local,230,,9.41
Hiper Oxigênio Eficiente Poderoso,Hidrogênio Líquido,214.0,Local,674,26.11,1.64
Max Oxigênio Puro Premium,Oxigênio Líquido,201.0,Importado Exclusivo,1753,95.56,6.9
Super Hidrogênio Eficiente Eficiente,Oxigênio Líquido,234.0,Importado,385,67.3,5.17
Plus Hidrogênio Verde Essencial,Hidrogênio Líquido,215.0,Importado Especial,742,83.12,8.29
Mega Oxigênio Eficiente Eficiente,Hidrogênio Gasoso,223.0,Local,1980,,1.8
Hiper Hidrogênio Puro Essencial,Hidrogênio Gasoso,254.0,Importado Exclusivo,817,,1.19
Essencial Hidrogênio Eficiente Verde,Hidrogênio Líquido,258.0,Internacional,123,46.04,9.84
Plus Oxigênio Eficiente Poderoso,Hidrogênio Líquido,155.0,Nacional,1654,24.5,8.06
Max Oxigênio Puro Natural,Oxigênio Gasoso,198.0,Importado Exclusivo,1246,,0.63
Hiper Hidrogênio Puro Essencial,Oxigênio Líquido,250.0,Importado Especial,645,39.61,1.71
Hiper Hidrogênio Verde Premium,Hidrogênio Gasoso,194.0,Importado Especial,1890,,7.81
Mega Hidrogênio Eficiente Avançado,Hidrogênio Gasoso,225.0,Importado Exclusivo,1578,,6.49
Avançado Hidrogênio Verde Extra,Hidrogênio Gasoso,183.0,Local,812,,0.86
Avançado Hidrogênio Puro Avançado,Oxigênio Líquido,259.0,Nacional,1723,31.05,4.61
Exclusivo Hidrogênio Eficiente Eficiente,Oxigênio Gasoso,225.0,Internacional,1867,,2.92
Essencial Oxigênio Eficiente Verde,Hidrogênio Gasoso,224.0,Nacional,1781,,4.6
Avançado Oxigênio Puro Puro,Hidrogênio Gasoso,185.0,Importado,1006,,9.68
Super Oxigênio Premium Extra,Oxigênio Líquido,147.0,Nacional,70,10.21,9.25
Avançado Hidrogênio Puro Premium,Oxigênio Gasoso,254.0,Nacional,958,,3.97
Avançado Hidrogênio Puro Verde,Hidrogênio Gasoso,240.0,Nacional Premium,1101,,9.66
Mega Oxigênio Eficiente Extra,Oxigênio Líquido,185.0,Internacional,866,67.57,7.46
Plus Hidrogênio Eficiente Natural,Oxigênio Líquido,258.0,Internacional,681,29.91,9.62
Ultra Hidrogênio Puro Premium,Hidrogênio Gasoso,203.0,Local,1763,,9.96
Plus Hidrogênio Puro Puro,Hidrogênio Líquido,230.0,Nacional,701,85.85,6.11
Super Hidrogênio Eficiente Verde,Oxigênio Gasoso,260.0,Importado Especial,1479,,8.08
Plus Oxigênio Puro Verde,Hidrogênio Líquido,190.0,Nacional Premium,850,63.3,1.91
Mega Hidrogênio Eficiente Poderoso,Hidrogênio Líquido,206.0,Importado Exclusivo,98,43.14,7.03
Ultra Oxigênio Eficiente Essencial,Oxigênio Gasoso,182.0,Local,1117,,5.7
Exclusivo Hidrogênio Eficiente Extra,Hidrogênio Líquido,232.0,Internacional,1311,71.63,1.8
Essencial Hidrogênio Eficiente Puro,Oxigênio Gasoso,259.0,Nacional Premium,806,,7.03
Mega Oxigênio Eficiente Puro,Hidrogênio Gasoso,177.0,Local,307,,5.67
Max Oxigênio Puro Natural,Hidrogênio Líquido,210.0,Internacional,125,87.65,3.35
Max Oxigênio Eficiente Natural,Hidrogênio Líquido,222.0,Nacional,426,67.49,0.37
Max Hidrogênio Verde Extra,Hidrogênio Líquido,200.0,Nacional Premium,1806,65.85,8.93
Mega Oxigênio Premium Puro,Oxigênio Gasoso,158.0,Nacional Premium,1019,,3.81
Exclusivo Hidrogênio Verde Avançado,Oxigênio Líquido,226.0,Importado Especial,1797,31.8,2.89
Hiper Hidrogênio Eficiente Essencial,Hidrogênio Líquido,228.0,Local,1132,26.09,9.62
Super Hidrogênio Verde Premium,Oxigênio Gasoso,223.0,Nacional Premium,1452,,8.72
Plus Hidrogênio Puro Avançado,Hidrogênio Gasoso,262.0,Nacional,249,,3.49
Avançado Oxigênio Puro Eficiente,Hidrogênio Líquido,217.0,Importado Especial,296,72.79,4.6
Essencial Oxigênio Eficiente Eficiente,Oxigênio Gasoso,196.0,Importado Especial,1132,,2.2
Hiper Hidrogênio Puro Avançado,Oxigênio Gasoso,262.0,Nacional,606,,1.05
Plus Oxigênio Premium Poderoso,Oxigênio Líquido,143.0,Nacional,1424,80.33,4.48
Super Hidrogênio Verde Poderoso,Hidrogênio Gasoso,226.0,Nacional Premium,1121,,7.23
Mega Oxigênio Eficiente Puro,Oxigênio Gasoso,219.0,Nacional,1839,,2.1
Essencial Oxigênio Premium Essencial,Oxigênio Gasoso,154.0,Local,1910,,2.1
Avançado Oxigênio Puro Essencial,Oxigênio Gasoso,202.0,Internacional,1554,,9.41
Super Oxigênio Eficiente Natural,Hidrogênio Líquido,172.0,Importado Exclusivo,1104,8.84,5.69
Ultra Oxigênio Premium Essencial,Hidrogênio Líquido,135.0,Internacional,1884,9.85,5.16
Essencial Hidrogênio Puro Poderoso,Hidrogênio Gasoso,222.0,Internacional,883,,4.75
Hiper Oxigênio Eficiente Natural,Oxigênio Líquido,212.0,Importado Especial,449,49.73,1.15
Hiper Hidrogênio Eficiente Premium,Hidrogênio Gasoso,219.0,Internacional,829,,8.21
Plus Hidrogênio Verde Essencial,Hidrogênio Líquido,206.0,Local,1578,99.74,0.75
Essencial Oxigênio Puro Eficiente,Hidrogênio Líquido,213.0,Local,250,9.29,8.56
Avançado Oxigênio Eficiente Verde,Hidrogênio Gasoso,205.0,Nacional Premium,140,,4.3
Ultra Hidrogênio Verde Poderoso,Hidrogênio Gasoso,211.0,Importado,1096,,2.42
Hiper Oxigênio Puro Verde,Oxigênio Gasoso,164.0,Local,780,,6.94
Mega Hidrogênio Eficiente Premium,Oxigênio Líquido,220.0,Internacional,1204,67.78,5.79
Essencial Oxigênio Eficiente Verde,Hidrogênio Líquido,185.0,Internacional,615,12.65,7.91
Avançado Hidrogênio Puro Extra,Hidrogênio Líquido,250.0,Nacional,1604,5.38,2.53
Plus Hidrogênio Puro Puro,Oxigênio Gasoso,267.0,Local,112,,1.78
Mega Oxigênio Puro Extra,Hidrogênio Gasoso,160.0,Importado Exclusivo,865,,9.8
Essencial Hidrogênio Eficiente Puro,Oxigênio Líquido,255.0,Importado Especial,1785,89.93,5.08
Mega Hidrogênio Verde Puro,Hidrogênio Líquido,206.0,Internacional,917,65.8,0.7
Avançado Oxigênio Eficiente Puro,Hidrogênio Gasoso,210.0,Importado Exclusivo,647,,1.85
Avançado Oxigênio Eficiente Poderoso,Oxigênio Líquido,186.0,Local,1390,55.03,7.77
Max Oxigênio Premium Extra,Oxigênio Gasoso,157.0,Internacional,1457,,5.63
Essencial Oxigênio Puro Puro,Oxigênio Líquido,229.0,Importado,1346,8.01,9.31
Mega Hidrogênio Eficiente Extra,Oxigênio Líquido,190.0,Importado Exclusivo,897,46.66,1.96
Max Hidrogênio Puro Essencial,Oxigênio Líquido,238.0,Local,1410,75.6,4.52
Essencial Hidrogênio Verde Eficiente,Oxigênio Líquido,231.0,Importado Exclusivo,803,70.83,6.28
Mega Hidrogênio Eficiente Poderoso,Oxigênio Líquido,241.0,Nacional Premium,768,19.4,0.76
Mega Oxigênio Premium Poderoso,Oxigênio Gasoso,190.0,Importado Especial,144,,4.91
Exclusivo Oxigênio Eficiente Poderoso,Hidrogênio Líquido,219.0,Importado Especial,1187,22.45,5.73
Max Hidrogênio Verde Poderoso,Hidrogênio Gasoso,236.0,Importado,1623,,9.41
Mega Hidrogênio Puro Puro,Oxigênio Gasoso,267.0,Nacional Premium,366,,6.44
Hiper Oxigênio Premium Natural,Hidrogênio Líquido,198.0,Importado Especial,1783,40.26,4.49
Essencial Hidrogênio Eficiente Extra,Oxigênio Gasoso,239.0,Importado,1833,,8.28
Exclusivo Hidrogênio Verde Verde,Oxigênio Gasoso,238.0,Nacional Premium,1928,,3.46
Avançado Oxigênio Puro Extra,Hidrogênio Gasoso,228.0,Local,780,,4.95
Super Oxigênio Puro Natural,Oxigênio Líquido,198.0,Importado,1844,57.18,4.71
Mega Oxigênio Puro Eficiente,Oxigênio Líquido,203.0,Local,143,66.45,8.19
Exclusivo Oxigênio Eficiente Avançado,Hidrogênio Gasoso,170.0,Nacional,1300,,1.14
Hiper Oxigênio Eficiente Verde,Oxigênio Gasoso,182.0,Nacional Premium,1078,,8.61
Max Hidrogênio Puro Poderoso,Oxigênio Gasoso,224.0,Importado Exclusivo,1634,,0.01
Super Hidrogênio Puro Eficiente,Hidrogênio Líquido,204.0,Local,726,61.71,6.25
Avançado Oxigênio Premium Puro,Oxigênio Líquido,174.0,Internacional,167,40.56,0.18
Super Oxigênio Premium Verde,Hidrogênio Líquido,158.0,Importado Especial,909,36.58,6.72
Avançado Hidrogênio Verde Natural,Hidrogênio Gasoso,215.0,Internacional,866,,1.07
Max Oxigênio Puro Puro,Hidrogênio Gasoso,218.0,Nacional Premium,1522,,3.86
Max Oxigênio Eficiente Premium,Hidrogênio Líquido,198.0,Nacional Premium,148,17.83,0.77
Max Oxigênio Eficiente Natural,Hidrogênio Líquido,179.0,Nacional,421,94.35,4.59
Super Hidrogênio Verde Premium,Hidrogênio Líquido,241.0,Internacional,1875,17.49,2.74
Ultra Hidrogênio Puro Essencial,Oxigênio Líquido,248.0,Importado Exclusivo,94,94.39,3.82
Exclusivo Oxigênio Premium Puro,Hidrogênio Líquido,194.0,Importado Exclusivo,251,5.26,6.54
Exclusivo Oxigênio Puro Extra,Oxigênio Líquido,169.0,Internacional,1436,77.88,9.41
Exclusivo Oxigênio Eficiente Poderoso,Hidrogênio Gasoso,187.0,Local,1977,,3.22
Super Oxigênio Eficiente Extra,Oxigênio Gasoso,184.0,Nacional Premium,1330,,8.12
Exclusivo Oxigênio Premium Avançado,Oxigênio Líquido,176.0,Importado Exclusivo,1968,12.4,2.56
Exclusivo Oxigênio Premium Puro,Hidrogênio Líquido,167.0,Nacional,1340,38.01,5.25
Essencial Oxigênio Eficiente Premium,Oxigênio Líquido,202.0,Nacional Premium,1206,56.36,2.83
Plus Hidrogênio Verde Essencial,Hidrogênio Líquido,191.0,Internacional,383,5.38,2.36
Ultra Hidrogênio Puro Extra,Oxigênio Gasoso,212.0,Nacional,585,,5.02
Exclusivo Oxigênio Puro Puro,Oxigênio Líquido,200.0,Local,1889,10.58,3.03
Plus Hidrogênio Verde Premium,Oxigênio Gasoso,228.0,Nacional Premium,553,,5.72
Essencial Oxigênio Premium Puro,Oxigênio Gasoso,173.0,Importado Exclusivo,903,,7.66
Ultra Oxigênio Premium Premium,Oxigênio Líquido,138.0,Local,745,56.11,7.17
Avançado Hidrogênio Verde Extra,Hidrogênio Líquido,240.0,Importado Especial,412,32.74,2.63
Ultra Oxigênio Eficiente Puro,Hidrogênio Gasoso,201.0,Importado Especial,985,,8.33
Hiper Hidrogênio Verde Premium,Hidrogênio Gasoso,223.0,Nacional Premium,180,,1.12
Hiper Hidrogênio Puro Poderoso,Oxigênio Gasoso,229.0,Nacional,258,,2.85
Essencial Oxigênio Premium Natural,Oxigênio Gasoso,165.0,Internacional,805,,9.13
Max Hidrogênio Verde Premium,Hidrogênio Gasoso,243.0,Importado,1904,,1.53
Super Hidrogênio Eficiente Natural,Hidrogênio Líquido,205.0,Importado,275,77.17,3.3
Super Oxigênio Puro Eficiente,Oxigênio Líquido,162.0,Importado Especial,359,72.31,4.41
Max Hidrogênio Puro Avançado,Hidrogênio Gasoso,269.0,Importado Exclusivo,1224,,2.35
Exclusivo Hidrogênio Eficiente Essencial,Oxigênio Líquido,231.0,Internacional,1401,21.53,9.28
Max Oxigênio Puro Verde,Hidrogênio Líquido,203.0,Nacional Premium,1955,9.54,0.54
Exclusivo Oxigênio Eficiente Verde,Hidrogênio Gasoso,182.0,Importado Especial,1758,,0.47
Mega Oxigênio Puro Avançado,Hidrogênio Líquido,177.0,Importado Especial,1944,75.92,8.82
Mega Oxigênio Premium Eficiente,Hidrogênio Líquido,159.0,Internacional,548,67.41,2.79
Exclusivo Oxigênio Eficiente Puro,Hidrogênio Gasoso,171.0,Importado Exclusivo,1133,,4.02
Hiper Oxigênio Premium Verde,Oxigênio Gasoso,153.0,Nacional,1619,,9.97
Mega Oxigênio Puro Avançado,Oxigênio Gasoso,194.0,Importado,1556,,4.44
Mega Hidrogênio Puro Avançado,Oxigênio Gasoso,212.0,Importado Exclusivo,1635,,3.98
Essencial Oxigênio Premium Extra,Oxigênio Gasoso,183.0,Internacional,1411,,9.98
Super Oxigênio Eficiente Essencial,Oxigênio Gasoso,167.0,Local,977,,4.45
Avançado Oxigênio Puro Poderoso,Hidrogênio Gasoso,193.0,Nacional Premium,132,,8.32
Mega Oxigênio Eficiente Premium,Hidrogênio Gasoso,195.0,Importado Especial,1635,,7.73
Mega Hidrogênio Puro Natural,Oxigênio Líquido,231.0,Internacional,312,25.07,6.03
Mega Oxigênio Puro Premium,Oxigênio Gasoso,171.0,Nacional Premium,1902,,8.86
Exclusivo Oxigênio Puro Puro,Oxigênio Gasoso,187.0,Importado,811,,6.84
Ultra Oxigênio Premium Avançado,Hidrogênio Gasoso,161.0,Local,1510,,2.36
Hiper Hidrogênio Verde Extra,Oxigênio Líquido,202.0,Internacional,166,36.8,1.04
Exclusivo Oxigênio Puro Extra,Hidrogênio Líquido,224.0,Local,129,40.13,7.68
Plus Hidrogênio Verde Poderoso,Hidrogênio Gasoso,234.0,Importado,95,,9.57
Plus Hidrogênio Puro Verde,Oxigênio Líquido,249.0,Nacional,422,88.08,2.0
Ultra Oxigênio Puro Eficiente,Hidrogênio Líquido,160.0,Internacional,294,53.42,1.57
Avançado Oxigênio Eficiente Extra,Oxigênio Gasoso,180.0,Importado Exclusivo,226,,3.57
Ultra Hidrogênio Eficiente Premium,Hidrogênio Líquido,253.0,Local,1278,73.9,2.39
Exclusivo Hidrogênio Verde Puro,Oxigênio Líquido,220.0,Importado Especial,1472,22.43,5.99
Avançado Hidrogênio Eficiente Extra,Oxigênio Líquido,249.0,Nacional Premium,96,41.54,9.19
Super Oxigênio Eficiente Natural,Oxigênio Líquido,162.0,Importado Especial,842,5.57,6.98
Essencial Oxigênio Eficiente Premium,Hidrogênio Líquido,190.0,Local,196,17.45,5.66
Essencial Oxigênio Premium Eficiente,Hidrogênio Gasoso,193.0,Nacional,1373,,5.12
Plus Hidrogênio Eficiente Essencial,Hidrogênio Gasoso,208.0,Nacional Premium,577,,8.7
Exclusivo Oxigênio Puro Eficiente,Hidrogênio Líquido,189.0,Internacional,1341,45.59,9.44
Essencial Oxigênio Premium Avançado,Hidrogênio Gasoso,137.0,Nacional Premium,1285,,4.16
Hiper Hidrogênio Verde Extra,Oxigênio Gasoso,245.0,Local,1290,,6.64
Ultra Oxigênio Eficiente Poderoso,Hidrogênio Líquido,163.0,Importado Exclusivo,581,28.55,8.09
Avançado Hidrogênio Eficiente Poderoso,Oxigênio Líquido,209.0,Importado Especial,92,52.53,8.81
Super Hidrogênio Eficiente Verde,Oxigênio Gasoso,257.0,Local,957,,0.88
Super Hidrogênio Puro Extra,Hidrogênio Gasoso,241.0,Internacional,1240,,1.7
Super Hidrogênio Eficiente Poderoso,Hidrogênio Gasoso,211.0,Importado Especial,859,,9.64
Max Oxigênio Puro Premium,Oxigênio Líquido,170.0,Local,858,83.34,0.56
Hiper Oxigênio Puro Natural,Oxigênio Gasoso,171.0,Importado Exclusivo,577,,2.22
Avançado Oxigênio Puro Poderoso,Hidrogênio Gasoso,215.0,Nacional Premium,718,,7.16
Hiper Hidrogênio Puro Natural,Oxigênio Líquido,239.0,Nacional,1442,29.9,6.6
Hiper Oxigênio Premium Eficiente,Oxigênio Líquido,152.0,Nacional Premium,1694,93.95,7.78
Ultra Oxigênio Premium Verde,Oxigênio Líquido,161.0,Importado Especial,715,47.93,1.87
Mega Oxigênio Eficiente Essencial,Oxigênio Líquido,174.0,Internacional,1428,85.91,4.1
Hiper Oxigênio Puro Verde,Hidrogênio Líquido,194.0,Importado,822,84.77,7.66
Exclusivo Hidrogênio Verde Eficiente,Oxigênio Líquido,209.0,Importado Exclusivo,1182,55.53,7.23
Super Oxigênio Puro Essencial,Oxigênio Gasoso,230.0,Internacional,1430,,5.09
Essencial Oxigênio Puro Extra,Hidrogênio Gasoso,167.0,Importado,593,,1.3
Ultra Hidrogênio Puro Eficiente,Oxigênio Gasoso,251.0,Internacional,895,,8.94
Plus Hidrogênio Verde Avançado,Hidrogênio Gasoso,239.0,Importado Exclusivo,71,,1.8
Super Hidrogênio Puro Eficiente,Oxigênio Gasoso,241.0,Internacional,1481,,2.41
Exclusivo Oxigênio Puro Verde,Oxigênio Líquido,165.0,Local,1524,14.07,0.11
Exclusivo Hidrogênio Verde Natural,Oxigênio Gasoso,220.0,Importado Especial,975,,3.55
Super Hidrogênio Verde Eficiente,Hidrogênio Gasoso,210.0,Importado,1517,,9.46
Super Hidrogênio Verde Puro,Hidrogênio Gasoso,196.0,Importado,713,,5.63
Essencial Hidrogênio Eficiente Extra,Oxigênio Líquido,244.0,Importado Exclusivo,1391,65.27,3.5
Avançado Oxigênio Premium Essencial,Oxigênio Gasoso,155.0,Importado Especial,1901,,5.71
Essencial Hidrogênio Puro Verde,Hidrogênio Gasoso,226.0,Nacional,124,,9.48
Mega Hidrogênio Verde Verde,Oxigênio Gasoso,187.0,Local,1882,,9.0
Avançado Hidrogênio Eficiente Extra,Hidrogênio Líquido,226.0,Importado Especial,813,8.43,9.82
Hiper Oxigênio Puro Puro,Hidrogênio Gasoso,217.0,Internacional,1550,,2.5
Mega Oxigênio Puro Natural,Oxigênio Líquido,180.0,Importado Especial,589,82.03,0.23
Hiper Hidrogênio Puro Essencial,Hidrogênio Gasoso,240.0,Nacional Premium,759,,5.54
Ultra Hidrogênio Puro Eficiente,Hidrogênio Líquido,203.0,Nacional Premium,363,91.18,0.65
Hiper Oxigênio Eficiente Avançado,Hidrogênio Gasoso,161.0,Importado Exclusivo,587,,5.1
Hiper Hidrogênio Eficiente Puro,Oxigênio Líquido,214.0,Importado,293,46.8,8.53
Ultra Hidrogênio Puro Verde,Oxigênio Gasoso,238.0,Local,1102,,0.2
Avançado Oxigênio Premium Essencial,Oxigênio Líquido,145.0,Nacional,1618,63.75,8.06
Hiper Oxigênio Puro Eficiente,Hidrogênio Líquido,161.0,Importado Especial,330,10.13,2.67
Exclusivo Hidrogênio Eficiente Eficiente,Hidrogênio Líquido,200.0,Importado,590,41.21,6.99
Avançado Oxigênio Eficiente Eficiente,Oxigênio Líquido,172.0,Nacional Premium,1384,35.6,0.02
Essencial Hidrogênio Puro Puro,Oxigênio Líquido,239.0,Nacional,417,91.0,5.16
Hiper Oxigênio Eficiente Natural,Oxigênio Líquido,170.0,Importado Especial,1081,65.37,7.06
Mega Hidrogênio Eficiente Extra,Hidrogênio Líquido,195.0,Importado,641,85.63,2.3
Ultra Oxigênio Premium Premium,Oxigênio Líquido,133.0,Internacional,903,58.93,2.64
Avançado Oxigênio Eficiente Puro,Hidrogênio Gasoso,170.0,Local,480,,8.48
Essencial Hidrogênio Verde Poderoso,Hidrogênio Líquido,234.0,Importado Exclusivo,1282,95.14,7.24
Avançado Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,195.0,Nacional Premium,1156,,8.01
Mega Oxigênio Eficiente Extra,Oxigênio Gasoso,193.0,Importado Especial,1157,,6.1
Hiper Hidrogênio Puro Essencial,Hidrogênio Líquido,205.0,Local,1526,89.43,6.89
Avançado Oxigênio Eficiente Poderoso,Oxigênio Gasoso,219.0,Internacional,1685,,9.15
Plus Oxigênio Eficiente Puro,Hidrogênio Gasoso,201.0,Local,1439,,4.76
Hiper Hidrogênio Eficiente Poderoso,Hidrogênio Líquido,203.0,Importado Exclusivo,632,85.26,9.42
Avançado Hidrogênio Puro Poderoso,Hidrogênio Gasoso,212.0,Importado Especial,133,,6.69
Essencial Hidrogênio Eficiente Essencial,Hidrogênio Líquido,203.0,Local,1304,64.14,9.38
Hiper Hidrogênio Puro Verde,Oxigênio Gasoso,259.0,Nacional Premium,834,,7.81
Exclusivo Oxigênio Premium Puro,Oxigênio Líquido,200.0,Internacional,1270,63.01,3.06
Hiper Hidrogênio Eficiente Premium,Hidrogênio Líquido,230.0,Nacional Premium,504,25.77,8.84
Exclusivo Oxigênio Puro Extra,Oxigênio Gasoso,175.0,Nacional Premium,455,,2.06
Essencial Oxigênio Eficiente Verde,Hidrogênio Gasoso,218.0,Importado Exclusivo,1073,,3.85
Plus Hidrogênio Puro Essencial,Hidrogênio Gasoso,209.0,Nacional Premium,1309,,2.47
Mega Hidrogênio Eficiente Essencial,Hidrogênio Líquido,226.0,Importado Especial,337,26.24,4.01
Hiper Hidrogênio Eficiente Premium,Oxigênio Líquido,253.0,Importado Especial,1642,11.07,9.08
Super Hidrogênio Puro Natural,Hidrogênio Gasoso,200.0,Internacional,1152,,9.81
Super Oxigênio Eficiente Premium,Oxigênio Líquido,181.0,Internacional,1409,30.37,8.47
Hiper Hidrogênio Eficiente Puro,Hidrogênio Gasoso,207.0,Importado Especial,844,,9.02
Avançado Hidrogênio Eficiente Verde,Oxigênio Líquido,214.0,Importado Especial,116,18.17,4.78
Super Hidrogênio Eficiente Avançado,Oxigênio Líquido,207.0,Importado Exclusivo,218,49.25,0.84
Essencial Oxigênio Puro Eficiente,Hidrogênio Gasoso,226.0,Internacional,1976,,4.5
Hiper Hidrogênio Eficiente Avançado,Hidrogênio Gasoso,220.0,Importado Exclusivo,1368,,6.3
Hiper Hidrogênio Eficiente Natural,Hidrogênio Gasoso,241.0,Importado Exclusivo,961,,3.04
Essencial Oxigênio Premium Extra,Hidrogênio Líquido,132.0,Importado Especial,1965,86.83,2.66
Mega Hidrogênio Verde Extra,Hidrogênio Líquido,185.0,Importado Especial,1182,70.96,7.39
Plus Oxigênio Puro Natural,Oxigênio Gasoso,214.0,Nacional Premium,1214,,2.35
Exclusivo Oxigênio Puro Natural,Hidrogênio Líquido,230.0,Importado Especial,1144,84.08,9.85
Ultra Oxigênio Eficiente Verde,Oxigênio Líquido,155.0,Internacional,1212,49.18,9.42
Ultra Hidrogênio Puro Verde,Hidrogênio Gasoso,254.0,Internacional,145,,6.48
Mega Hidrogênio Eficiente Poderoso,Hidrogênio Gasoso,244.0,Importado Especial,761,,3.46
Avançado Oxigênio Puro Avançado,Oxigênio Líquido,192.0,Importado Exclusivo,1943,59.09,4.76
Max Hidrogênio Verde Essencial,Hidrogênio Líquido,197.0,Importado Exclusivo,337,90.36,4.31
Avançado Hidrogênio Eficiente Avançado,Hidrogênio Gasoso,213.0,Nacional Premium,278,,8.87
Plus Hidrogênio Verde Natural,Hidrogênio Gasoso,241.0,Importado Especial,1026,,7.38
Ultra Hidrogênio Verde Puro,Hidrogênio Líquido,196.0,Importado Especial,1807,88.23,1.15
Max Oxigênio Puro Puro,Oxigênio Líquido,224.0,Nacional Premium,1293,70.07,5.68
Mega Hidrogênio Eficiente Extra,Oxigênio Líquido,233.0,Nacional Premium,67,23.14,3.3
Ultra Oxigênio Eficiente Essencial,Hidrogênio Gasoso,225.0,Importado Especial,1133,,8.27
Ultra Hidrogênio Puro Puro,Oxigênio Gasoso,243.0,Nacional Premium,649,,2.88
Avançado Hidrogênio Verde Avançado,Oxigênio Líquido,238.0,Importado Especial,1163,25.86,8.86
Avançado Hidrogênio Verde Premium,Oxigênio Líquido,205.0,Importado,1755,14.63,2.26
Ultra Oxigênio Puro Avançado,Hidrogênio Líquido,162.0,Importado,62,56.82,5.27
Super Oxigênio Eficiente Essencial,Hidrogênio Gasoso,221.0,Importado Especial,553,,6.18
Essencial Oxigênio Puro Verde,Hidrogênio Gasoso,179.0,Nacional Premium,600,,7.12
Avançado Oxigênio Puro Verde,Hidrogênio Gasoso,229.0,Nacional Premium,1037,,7.27
Avançado Oxigênio Puro Verde,Hidrogênio Líquido,165.0,Importado Exclusivo,197,71.0,4.94
Ultra Hidrogênio Puro Extra,Oxigênio Líquido,241.0,Internacional,819,75.9,5.08
Max Hidrogênio Verde Extra,Oxigênio Líquido,235.0,Internacional,233,55.37,7.52
Max Hidrogênio Puro Extra,Hidrogênio Gasoso,266.0,Nacional,1547,,4.28
Ultra Oxigênio Premium Avançado,Oxigênio Gasoso,154.0,Importado Especial,626,,0.05
Ultra Hidrogênio Eficiente Verde,Oxigênio Gasoso,228.0,Importado Especial,438,,5.24
Avançado Oxigênio Puro Extra,Oxigênio Líquido,165.0,Internacional,1287,17.2,0.85
Max Hidrogênio Puro Avançado,Oxigênio Líquido,224.0,Local,1889,74.31,4.28
Avançado Hidrogênio Verde Verde,Hidrogênio Líquido,182.0,Local,1356,38.65,9.47
Hiper Hidrogênio Puro Avançado,Oxigênio Líquido,261.0,Importado Especial,1229,76.63,4.76
Ultra Hidrogênio Eficiente Natural,Oxigênio Líquido,241.0,Nacional Premium,362,69.66,5.49
Avançado Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,216.0,Internacional,976,,1.3
Avançado Oxigênio Puro Avançado,Oxigênio Gasoso,226.0,Nacional Premium,1382,,3.8
Hiper Oxigênio Puro Puro,Hidrogênio Gasoso,209.0,Local,965,,6.45
Hiper Hidrogênio Eficiente Eficiente,Oxigênio Líquido,236.0,Importado,145,55.62,3.76
Exclusivo Oxigênio Premium Verde,Hidrogênio Líquido,147.0,Local,716,72.45,7.92
Super Oxigênio Eficiente Natural,Oxigênio Gasoso,172.0,Internacional,1052,,9.76
Plus Oxigênio Eficiente Puro,Oxigênio Gasoso,178.0,Nacional,221,,9.92
Plus Oxigênio Puro Puro,Oxigênio Líquido,224.0,Importado Especial,1194,97.64,9.81
Exclusivo Oxigênio Eficiente Extra,Hidrogênio Líquido,192.0,Importado Exclusivo,1913,30.94,6.83
Plus Oxigênio Puro Premium,Oxigênio Líquido,160.0,Importado,1933,46.09,1.45
Plus Hidrogênio Puro Natural,Hidrogênio Líquido,220.0,Local,1256,21.56,0.83
Max Oxigênio Eficiente Premium,Hidrogênio Líquido,163.0,Internacional,871,13.58,4.87
Essencial Oxigênio Premium Eficiente,Oxigênio Líquido,186.0,Internacional,293,35.13,8.31
Max Hidrogênio Puro Natural,Oxigênio Líquido,215.0,Local,1718,83.79,8.58
Mega Hidrogênio Verde Premium,Hidrogênio Líquido,215.0,Importado Exclusivo,1887,82.57,1.62
Hiper Hidrogênio Eficiente Natural,Hidrogênio Gasoso,229.0,Local,1445,,3.91
