NomeProduto,Categoria,Preco,Origem,QuantidadeVendida,Litros,ImpactoAmbiental
Ultra Oxigênio Premium Poderoso,Oxigênio Líquido,181.0,Local,637,15.35,3.81
Super Oxigênio Premium Premium,Oxigênio Líquido,200.0,Nacional Premium,1138,74.38,7.45
Ultra Oxigênio Premium Puro,Hidrogênio Líquido,150.0,Nacional,1196,48.38,4.37
Plus Oxigênio Premium Premium,Oxigênio Líquido,194.0,Importado Exclusivo,289,79.18,0.17
Exclusivo Oxigênio Premium Poderoso,Hidrogênio Gasoso,165.0,Importado Exclusivo,90,,9.11
Exclusivo Oxigênio Premium Extra,Oxigênio Líquido,171.0,Local,1020,61.33,4.36
Hiper Oxigênio Premium Puro,Oxigênio Líquido,173.0,Importado Exclusivo,1278,24.57,2.72
Super Oxigênio Premium Avançado,Hidrogênio Gasoso,200.0,Local,1433,,6.38
Ultra Oxigênio Premium Extra,Oxigênio Gasoso,155.0,Importado Especial,192,,3.03
Max Oxigênio Premium Puro,Hidrogênio Líquido,134.0,Nacional,343,89.09,8.4
Plus Oxigênio Premium Natural,Oxigênio Líquido,196.0,Importado Exclusivo,1251,71.27,1.02
Avançado Oxigênio Premium Eficiente,Oxigênio Gasoso,137.0,Importado Especial,847,,0.8
Avançado Oxigênio Premium Avançado,Hidrogênio Líquido,165.0,Local,411,40.56,4.27
Plus Oxigênio Premium Premium,Oxigênio Gasoso,130.0,Nacional,773,,3.29
Plus Oxigênio Premium Verde,Hidrogênio Gasoso,130.0,Importado Especial,484,,6.68
Avançado Oxigênio Premium Natural,Oxigênio Gasoso,185.0,Nacional,1362,,8.16
Avançado Oxigênio Premium Premium,Hidrogênio Gasoso,200.0,Importado Especial,422,,9.44
Mega Oxigênio Premium Natural,Hidrogênio Líquido,139.0,Local,1191,36.06,1.4
Hiper Oxigênio Premium Poderoso,Hidrogênio Gasoso,190.0,Local,1852,,1.52
Avançado Oxigênio Premium Premium,Hidrogênio Líquido,174.0,Internacional,672,93.97,7.95
Essencial Oxigênio Premium Verde,Hidrogênio Gasoso,137.0,Importado Exclusivo,396,,3.47
Exclusivo Oxigênio Premium Extra,Hidrogênio Líquido,194.0,Internacional,1029,63.11,0.53
Essencial Oxigênio Premium Avançado,Hidrogênio Líquido,182.0,Importado Exclusivo,864,6.59,4.62
Mega Oxigênio Premium Poderoso,Oxigênio Gasoso,146.0,Nacional,770,,6.62
Super Oxigênio Premium Natural,Hidrogênio Líquido,182.0,Importado Especial,395,99.68,5.41
Max Oxigênio Premium Premium,Hidrogênio Gasoso,148.0,Importado Especial,1881,,3.26
Ultra Oxigênio Premium Essencial,Hidrogênio Gasoso,152.0,Internacional,649,,7.86
Exclusivo Oxigênio Premium Eficiente,Oxigênio Gasoso,197.0,Importado Especial,399,,2.39
Mega Oxigênio Premium Poderoso,Oxigênio Líquido,157.0,Nacional Premium,644,47.91,1.7
Super Oxigênio Premium Premium,Oxigênio Gasoso,196.0,Local,1679,,1.95
Max Oxigênio Premium Natural,Oxigênio Gasoso,172.0,Nacional,97,,3.63
Super Oxigênio Premium Poderoso,Oxigênio Gasoso,169.0,Importado Especial,576,,6.03
Plus Oxigênio Premium Avançado,Oxigênio Líquido,190.0,Nacional,1156,91.42,1.18
Hiper Oxigênio Premium Puro,Hidrogênio Gasoso,149.0,Nacional,273,,1.52
Plus Oxigênio Premium Essencial,Oxigênio Líquido,150.0,Nacional,764,51.03,5.95
Avançado Oxigênio Premium Eficiente,Hidrogênio Líquido,135.0,Nacional,92,94.72,2.4
Plus Oxigênio Premium Eficiente,Oxigênio Gasoso,176.0,Nacional Premium,1147,,0.12
Plus Oxigênio Premium Puro,Oxigênio Líquido,159.0,Nacional,1007,45.77,9.53
Ultra Oxigênio Premium Eficiente,Oxigênio Gasoso,186.0,Local,1385,,6.38
Ultra Oxigênio Premium Puro,Hidrogênio Líquido,152.0,Internacional,1699,32.35,0.75
Max Oxigênio Premium Premium,Oxigênio Líquido,198.0,Importado Especial,1086,16.89,9.27
Hiper Oxigênio Premium Natural,Hidrogênio Gasoso,187.0,Internacional,66,,0.97
Ultra Oxigênio Premium Poderoso,Hidrogênio Líquido,187.0,Local,603,5.29,2.83
Mega Oxigênio Premium Essencial,Hidrogênio Líquido,188.0,Local,924,36.38,0.06
Mega Oxigênio Premium Avançado,Hidrogênio Líquido,169.0,Internacional,237,87.59,9.02
Mega Oxigênio Premium Verde,Hidrogênio Gasoso,159.0,Importado Especial,1829,,8.25
Essencial Oxigênio Premium Eficiente,Oxigênio Líquido,161.0,Internacional,490,65.33,7.49
Avançado Oxigênio Premium Eficiente,Oxigênio Gasoso,169.0,Nacional,452,,6.83
Avançado Oxigênio Premium Natural,Hidrogênio Gasoso,146.0,Local,961,,6.76
Avançado Oxigênio Premium Verde,Oxigênio Gasoso,139.0,Importado Especial,1673,,2.78
Plus Oxigênio Premium Eficiente,Oxigênio Gasoso,189.0,Importado Exclusivo,849,,1.57
Ultra Oxigênio Premium Eficiente,Oxigênio Gasoso,157.0,Importado Exclusivo,1968,,7.2
Max Oxigênio Premium Puro,Oxigênio Líquido,173.0,Internacional,933,12.78,2.14
Essencial Oxigênio Premium Puro,Hidrogênio Líquido,169.0,Importado Exclusivo,809,81.57,6.25
Avançado Oxigênio Premium Verde,Oxigênio Gasoso,158.0,Nacional,824,,0.13
Super Oxigênio Premium Eficiente,Oxigênio Gasoso,187.0,Importado Exclusivo,1169,,1.74
Super Oxigênio Premium Essencial,Hidrogênio Gasoso,188.0,Nacional Premium,842,,2.28
Super Oxigênio Premium Natural,Hidrogênio Gasoso,162.0,Internacional,1679,,8.55
Max Oxigênio Premium Essencial,Hidrogênio Gasoso,193.0,Importado Especial,1725,,7.34
Mega Oxigênio Premium Puro,Oxigênio Líquido,153.0,Nacional,627,53.84,4.8
Mega Oxigênio Premium Poderoso,Oxigênio Líquido,195.0,Local,1520,73.37,7.42
Avançado Oxigênio Premium Essencial,Oxigênio Gasoso,155.0,Importado Especial,1901,,5.71
Hiper Oxigênio Premium Extra,Hidrogênio Gasoso,157.0,Importado Especial,553,,4.07
Hiper Oxigênio Premium Premium,Oxigênio Gasoso,197.0,Local,72,,4.12
Hiper Oxigênio Premium Natural,Hidrogênio Líquido,184.0,Nacional Premium,1167,48.07,0.69
Essencial Oxigênio Premium Verde,Oxigênio Líquido,166.0,Importado Especial,88,95.18,1.84
Exclusivo Oxigênio Premium Puro,Oxigênio Gasoso,169.0,Nacional,558,,0.54
Max Oxigênio Premium Essencial,Oxigênio Gasoso,164.0,Importado Especial,1322,,2.03
Hiper Oxigênio Premium Extra,Hidrogênio Líquido,187.0,Importado Especial,1466,17.96,8.19
Super Oxigênio Premium Essencial,Hidrogênio Gasoso,150.0,Nacional,1327,,3.47
Plus Oxigênio Premium Eficiente,Hidrogênio Gasoso,179.0,Nacional Premium,1997,,4.36
Ultra Oxigênio Premium Essencial,Hidrogênio Líquido,199.0,Importado Especial,1284,97.73,4.8
Super Oxigênio Premium Essencial,Oxigênio Líquido,171.0,Nacional Premium,1445,22.65,9.78
Max Oxigênio Premium Premium,Hidrogênio Gasoso,167.0,Nacional Premium,537,,0.92
Hiper Oxigênio Premium Poderoso,Oxigênio Gasoso,198.0,Local,1455,,5.57
Max Oxigênio Premium Eficiente,Hidrogênio Gasoso,170.0,Importado Exclusivo,151,,2.58
Max Oxigênio Premium Poderoso,Hidrogênio Líquido,174.0,Internacional,1771,25.4,2.88
Essencial Oxigênio Premium Puro,Hidrogênio Líquido,131.0,Importado Especial,1120,11.72,8.34
Exclusivo Oxigênio Premium Puro,Hidrogênio Líquido,167.0,Nacional,1340,38.01,5.25
Avançado Oxigênio Premium Poderoso,Oxigênio Gasoso,181.0,Nacional Premium,152,,4.57
Plus Oxigênio Premium Poderoso,Hidrogênio Líquido,181.0,Internacional,1120,35.22,0.7
Avançado Oxigênio Premium Premium,Hidrogênio Gasoso,152.0,Local,99,,7.58
Super Oxigênio Premium Verde,Oxigênio Gasoso,190.0,Nacional,1436,,5.18
Super Oxigênio Premium Essencial,Oxigênio Líquido,155.0,Importado Especial,1052,89.58,3.78
Super Oxigênio Premium Puro,Oxigênio Gasoso,155.0,Local,896,,5.8
Ultra Oxigênio Premium Verde,Hidrogênio Gasoso,131.0,Importado Exclusivo,490,,9.42
Essencial Oxigênio Premium Essencial,Oxigênio Gasoso,191.0,Importado Especial,1677,,9.24
Hiper Oxigênio Premium Premium,Hidrogênio Gasoso,161.0,Local,1611,,9.14
Super Oxigênio Premium Avançado,Oxigênio Líquido,196.0,Local,1980,30.01,9.6
Plus Oxigênio Premium Extra,Hidrogênio Gasoso,162.0,Internacional,508,,6.92
Essencial Oxigênio Premium Eficiente,Oxigênio Líquido,148.0,Nacional Premium,1106,94.87,1.19
Avançado Oxigênio Premium Essencial,Oxigênio Líquido,190.0,Nacional,1898,28.62,5.36
Avançado Oxigênio Premium Verde,Oxigênio Gasoso,140.0,Nacional,1115,,8.45
Plus Oxigênio Premium Premium,Hidrogênio Líquido,139.0,Internacional,847,10.15,5.18
Hiper Oxigênio Premium Premium,Oxigênio Líquido,194.0,Internacional,1646,19.22,9.21
Ultra Oxigênio Premium Extra,Hidrogênio Gasoso,158.0,Importado Exclusivo,1692,,7.86
Ultra Oxigênio Premium Avançado,Hidrogênio Líquido,133.0,Importado Exclusivo,630,41.31,3.06
Super Oxigênio Premium Extra,Oxigênio Líquido,147.0,Nacional,70,10.21,9.25
Avançado Oxigênio Premium Poderoso,Oxigênio Líquido,138.0,Importado Exclusivo,1786,65.8,8.38
Avançado Oxigênio Premium Verde,Hidrogênio Gasoso,143.0,Local,1215,,1.4
Plus Oxigênio Premium Natural,Oxigênio Líquido,140.0,Local,595,37.06,8.8
Exclusivo Oxigênio Premium Natural,Oxigênio Líquido,161.0,Importado Exclusivo,1141,85.01,6.87
Avançado Oxigênio Premium Natural,Hidrogênio Líquido,166.0,Importado Especial,1515,74.98,0.69
Avançado Oxigênio Premium Essencial,Hidrogênio Líquido,162.0,Importado Especial,1757,37.35,0.49
Ultra Oxigênio Premium Avançado,Hidrogênio Gasoso,168.0,Nacional,1921,,0.21
Plus Oxigênio Premium Extra,Oxigênio Líquido,193.0,Local,1494,57.01,5.79
Super Oxigênio Premium Eficiente,Oxigênio Gasoso,130.0,Internacional,1253,,8.91
Max Oxigênio Premium Premium,Hidrogênio Líquido,182.0,Nacional Premium,1089,41.58,5.78
Ultra Oxigênio Premium Extra,Oxigênio Líquido,169.0,Internacional,714,7.4,3.29
Max Oxigênio Premium Essencial,Oxigênio Gasoso,180.0,Nacional,970,,1.67
Hiper Oxigênio Premium Essencial,Hidrogênio Gasoso,189.0,Importado Exclusivo,96,,2.13
Essencial Oxigênio Premium Premium,Oxigênio Gasoso,175.0,Local,1530,,5.71
Max Oxigênio Premium Extra,Hidrogênio Gasoso,137.0,Nacional Premium,373,,6.39
Super Oxigênio Premium Extra,Hidrogênio Gasoso,143.0,Nacional,1172,,0.61
Max Oxigênio Premium Puro,Hidrogênio Líquido,191.0,Nacional Premium,651,91.07,4.37
Essencial Oxigênio Premium Avançado,Hidrogênio Gasoso,169.0,Importado Exclusivo,677,,5.06
Hiper Oxigênio Premium Natural,Oxigênio Líquido,162.0,Importado Exclusivo,570,84.07,3.87
Exclusivo Oxigênio Premium Extra,Oxigênio Gasoso,182.0,Nacional,393,,0.01
Essencial Oxigênio Premium Essencial,Hidrogênio Líquido,133.0,Nacional,1239,21.89,7.39
Exclusivo Oxigênio Premium Natural,Oxigênio Líquido,142.0,Importado Exclusivo,392,24.33,5.21
Essencial Oxigênio Premium Poderoso,Oxigênio Gasoso,156.0,Importado Especial,517,,6.59
Plus Oxigênio Premium Verde,Hidrogênio Líquido,176.0,Importado Especial,1090,38.75,9.16
Hiper Oxigênio Premium Poderoso,Oxigênio Líquido,162.0,Local,291,11.07,7.42
Max Oxigênio Premium Essencial,Oxigênio Gasoso,134.0,Importado Exclusivo,1824,,2.68
Mega Oxigênio Premium Puro,Oxigênio Gasoso,140.0,Local,1326,,9.67
Avançado Oxigênio Premium Natural,Hidrogênio Gasoso,152.0,Importado Exclusivo,1606,,1.07
Max Oxigênio Premium Premium,Hidrogênio Líquido,199.0,Nacional Premium,1446,86.12,6.19
Exclusivo Oxigênio Premium Puro,Oxigênio Líquido,168.0,Importado Exclusivo,128,6.15,3.96
Exclusivo Oxigênio Premium Puro,Oxigênio Líquido,200.0,Internacional,1270,63.01,3.06
Hiper Oxigênio Premium Avançado,Oxigênio Líquido,148.0,Nacional Premium,1603,30.33,4.64
Super Oxigênio Premium Eficiente,Oxigênio Líquido,144.0,Nacional,1869,27.24,0.5
Essencial Oxigênio Premium Essencial,Hidrogênio Líquido,186.0,Nacional,1508,75.23,5.0
Plus Oxigênio Premium Poderoso,Hidrogênio Gasoso,181.0,Nacional,765,,8.75
Super Oxigênio Premium Puro,Oxigênio Líquido,194.0,Local,1120,71.82,2.96
Mega Oxigênio Premium Premium,Hidrogênio Gasoso,169.0,Nacional Premium,1126,,3.66
Essencial Oxigênio Premium Verde,Oxigênio Gasoso,194.0,Local,916,,5.99
Max Oxigênio Premium Puro,Oxigênio Líquido,155.0,Importado Exclusivo,1020,68.25,1.19
Avançado Oxigênio Premium Natural,Oxigênio Gasoso,191.0,Importado Especial,1666,,9.93
Max Oxigênio Premium Verde,Hidrogênio Gasoso,159.0,Local,75,,0.53
Avançado Oxigênio Premium Eficiente,Hidrogênio Líquido,173.0,Internacional,1362,46.32,1.98
Max Oxigênio Premium Essencial,Oxigênio Líquido,187.0,Internacional,155,49.52,2.87
Super Oxigênio Premium Eficiente,Hidrogênio Gasoso,162.0,Nacional Premium,837,,0.32
Hiper Oxigênio Premium Verde,Hidrogênio Gasoso,193.0,Local,900,,7.46
Plus Oxigênio Premium Puro,Oxigênio Líquido,165.0,Internacional,471,42.47,4.72
Ultra Oxigênio Premium Eficiente,Hidrogênio Gasoso,160.0,Importado Especial,1140,,2.55
Hiper Oxigênio Premium Eficiente,Hidrogênio Gasoso,192.0,Importado Especial,1929,,2.16
Mega Oxigênio Premium Verde,Oxigênio Gasoso,186.0,Importado Exclusivo,402,,6.73
Essencial Oxigênio Premium Natural,Oxigênio Líquido,187.0,Importado Exclusivo,1814,66.45,5.23
Super Oxigênio Premium Verde,Oxigênio Líquido,160.0,Importado Exclusivo,470,43.45,7.67
Max Oxigênio Premium Puro,Hidrogênio Líquido,141.0,Nacional Premium,1721,9.08,3.05
Avançado Oxigênio Premium Premium,Oxigênio Líquido,165.0,Nacional,1673,10.95,8.58
Essencial Oxigênio Premium Poderoso,Oxigênio Líquido,151.0,Importado Exclusivo,306,82.69,5.61
Mega Oxigênio Premium Eficiente,Hidrogênio Líquido,159.0,Internacional,548,67.41,2.79
Exclusivo Oxigênio Premium Poderoso,Oxigênio Líquido,146.0,Importado Especial,396,66.86,8.11
Avançado Oxigênio Premium Verde,Hidrogênio Gasoso,155.0,Nacional Premium,1659,,1.45
Super Oxigênio Premium Eficiente,Oxigênio Gasoso,146.0,Local,1955,,0.08
Essencial Oxigênio Premium Premium,Oxigênio Líquido,160.0,Local,628,84.54,8.64
Avançado Oxigênio Premium Poderoso,Hidrogênio Gasoso,192.0,Internacional,1752,,0.95
Mega Oxigênio Premium Verde,Oxigênio Gasoso,133.0,Local,1665,,4.48
Avançado Oxigênio Premium Puro,Hidrogênio Gasoso,156.0,Nacional Premium,968,,6.81
Super Oxigênio Premium Extra,Hidrogênio Gasoso,162.0,Nacional Premium,1529,,9.71
Exclusivo Oxigênio Premium Extra,Hidrogênio Gasoso,186.0,Importado Especial,1567,,6.2
Hiper Oxigênio Premium Premium,Oxigênio Líquido,188.0,Nacional,1012,13.95,6.67
Essencial Oxigênio Premium Verde,Oxigênio Líquido,134.0,Internacional,1363,59.8,4.64
Essencial Oxigênio Premium Extra,Oxigênio Gasoso,163.0,Importado Exclusivo,649,,3.34
Ultra Oxigênio Premium Avançado,Hidrogênio Líquido,150.0,Importado Especial,989,88.45,4.24
Mega Oxigênio Premium Avançado,Hidrogênio Líquido,156.0,Nacional,696,61.59,5.8
Exclusivo Oxigênio Premium Avançado,Oxigênio Gasoso,146.0,Importado Exclusivo,1283,,1.43
Max Oxigênio Premium Premium,Oxigênio Líquido,171.0,Local,989,43.15,1.51
Mega Oxigênio Premium Poderoso,Oxigênio Gasoso,190.0,Importado Especial,144,,4.91
Essencial Oxigênio Premium Premium,Hidrogênio Gasoso,185.0,Local,1955,,7.12
Plus Oxigênio Premium Extra,Hidrogênio Gasoso,154.0,Internacional,1032,,4.64
Max Oxigênio Premium Essencial,Hidrogênio Líquido,183.0,Nacional Premium,1684,32.82,5.05
Hiper Oxigênio Premium Verde,Oxigênio Gasoso,198.0,Local,1429,,5.58
Ultra Oxigênio Premium Verde,Hidrogênio Gasoso,144.0,Nacional Premium,757,,2.93
Avançado Oxigênio Premium Premium,Hidrogênio Líquido,162.0,Nacional Premium,825,50.35,4.97
Hiper Oxigênio Premium Extra,Hidrogênio Líquido,131.0,Importado Especial,1205,82.01,3.23
Hiper Oxigênio Premium Verde,Hidrogênio Gasoso,184.0,Importado Exclusivo,980,,1.89
Exclusivo Oxigênio Premium Poderoso,Oxigênio Gasoso,167.0,Internacional,309,,3.23
Super Oxigênio Premium Premium,Oxigênio Líquido,135.0,Importado Especial,1717,93.45,4.91
Super Oxigênio Premium Premium,Hidrogênio Líquido,139.0,Nacional Premium,657,35.17,10.0
Ultra Oxigênio Premium Puro,Oxigênio Líquido,138.0,Importado Exclusivo,654,41.45,9.45
Mega Oxigênio Premium Natural,Oxigênio Gasoso,187.0,Internacional,1562,,2.9
Avançado Oxigênio Premium Avançado,Oxigênio Gasoso,139.0,Importado Especial,476,,7.32
Ultra Oxigênio Premium Extra,Hidrogênio Líquido,177.0,Internacional,127,14.2,7.38
Max Oxigênio Premium Poderoso,Oxigênio Gasoso,131.0,Local,495,,2.68
Hiper Oxigênio Premium Verde,Oxigênio Gasoso,146.0,Nacional Premium,52,,2.83
Avançado Oxigênio Premium Puro,Oxigênio Líquido,151.0,Nacional Premium,386,54.13,1.0
Hiper Oxigênio Premium Essencial,Oxigênio Líquido,142.0,Nacional,1081,37.35,4.97
Max Oxigênio Premium Essencial,Oxigênio Líquido,158.0,Nacional Premium,297,34.6,2.35
Avançado Oxigênio Premium Extra,Hidrogênio Líquido,147.0,Local,634,52.53,7.03
Mega Oxigênio Premium Essencial,Hidrogênio Líquido,192.0,Nacional Premium,1601,92.19,2.77
Mega Oxigênio Premium Essencial,Oxigênio Gasoso,172.0,Nacional Premium,200,,8.53
Plus Oxigênio Premium Verde,Oxigênio Gasoso,188.0,Nacional Premium,1842,,3.94
Avançado Oxigênio Premium Natural,Oxigênio Líquido,158.0,Importado Exclusivo,1195,77.69,7.35
Mega Oxigênio Premium Premium,Oxigênio Gasoso,183.0,Importado Especial,1705,,5.15
Hiper Oxigênio Premium Natural,Hidrogênio Líquido,134.0,Internacional,497,87.69,3.4
Plus Oxigênio Premium Essencial,Oxigênio Líquido,164.0,Local,604,96.03,2.34
Super Oxigênio Premium Puro,Hidrogênio Gasoso,180.0,Nacional Premium,1965,,4.87
Avançado Oxigênio Premium Verde,Oxigênio Líquido,163.0,Internacional,1073,60.53,1.05
Hiper Oxigênio Premium Eficiente,Oxigênio Líquido,141.0,Importado Exclusivo,336,34.9,7.8
Exclusivo Oxigênio Premium Extra,Oxigênio Líquido,140.0,Internacional,1943,52.0,1.69
Hiper Oxigênio Premium Poderoso,Oxigênio Líquido,197.0,Local,915,27.48,4.81
Mega Oxigênio Premium Premium,Oxigênio Líquido,167.0,Importado Exclusivo,791,16.6,0.64
Super Oxigênio Premium Avançado,Oxigênio Gasoso,130.0,Importado Especial,1187,,1.15
Exclusivo Oxigênio Premium Poderoso,Oxigênio Líquido,148.0,Local,136,97.35,2.0
Mega Oxigênio Premium Verde,Hidrogênio Líquido,199.0,Internacional,671,14.66,6.5
Exclusivo Oxigênio Premium Puro,Oxigênio Líquido,190.0,Importado Exclusivo,1106,90.16,2.62
Essencial Oxigênio Premium Puro,Oxigênio Gasoso,173.0,Importado Exclusivo,903,,7.66
Plus Oxigênio Premium Poderoso,Hidrogênio Gasoso,138.0,Nacional Premium,1760,,1.48
Max Oxigênio Premium Natural,Hidrogênio Gasoso,142.0,Internacional,75,,8.93
Mega Oxigênio Premium Premium,Hidrogênio Gasoso,130.0,Nacional,345,,1.51
Hiper Oxigênio Premium Extra,Oxigênio Líquido,170.0,Importado Exclusivo,1764,40.68,7.95
Hiper Oxigênio Premium Essencial,Hidrogênio Gasoso,191.0,Internacional,276,,9.52
Super Oxigênio Premium Natural,Hidrogênio Líquido,152.0,Nacional,929,62.69,4.49
Plus Oxigênio Premium Essencial,Oxigênio Gasoso,166.0,Importado Exclusivo,1315,,5.93
Ultra Oxigênio Premium Puro,Oxigênio Gasoso,188.0,Local,941,,7.44
Plus Oxigênio Premium Puro,Hidrogênio Líquido,187.0,Nacional,295,72.33,8.4
Hiper Oxigênio Premium Verde,Oxigênio Gasoso,153.0,Nacional,1619,,9.97
Ultra Oxigênio Premium Essencial,Oxigênio Líquido,139.0,Internacional,929,89.39,4.54
Exclusivo Oxigênio Premium Verde,Hidrogênio Gasoso,160.0,Importado Especial,1644,,1.32
Mega Oxigênio Premium Extra,Hidrogênio Gasoso,173.0,Importado Exclusivo,594,,6.89
Avançado Oxigênio Premium Essencial,Hidrogênio Líquido,182.0,Importado Exclusivo,917,79.53,1.49
Max Oxigênio Premium Poderoso,Hidrogênio Gasoso,163.0,Local,963,,2.72
Mega Oxigênio Premium Natural,Hidrogênio Líquido,199.0,Internacional,1289,52.08,2.23
Essencial Oxigênio Premium Avançado,Hidrogênio Líquido,172.0,Internacional,1644,41.72,7.9
Avançado Oxigênio Premium Premium,Oxigênio Gasoso,179.0,Nacional Premium,92,,7.95
Essencial Oxigênio Premium Poderoso,Oxigênio Líquido,156.0,Nacional Premium,1968,39.83,4.38
Avançado Oxigênio Premium Premium,Hidrogênio Líquido,173.0,Importado Exclusivo,577,25.31,5.45
Plus Oxigênio Premium Essencial,Oxigênio Líquido,142.0,Nacional,1553,71.25,8.28
Exclusivo Oxigênio Premium Poderoso,Hidrogênio Líquido,199.0,Nacional,1388,37.26,4.31
Plus Oxigênio Premium Premium,Hidrogênio Líquido,173.0,Nacional,187,78.35,7.14
Avançado Oxigênio Premium Essencial,Hidrogênio Gasoso,131.0,Importado Exclusivo,1042,,9.42
Plus Oxigênio Premium Premium,Hidrogênio Gasoso,178.0,Importado Exclusivo,943,,1.51
Plus Oxigênio Premium Eficiente,Oxigênio Líquido,185.0,Nacional Premium,1670,58.14,1.39
Exclusivo Oxigênio Premium Extra,Oxigênio Gasoso,168.0,Nacional,1613,,9.03
Avançado Oxigênio Premium Puro,Hidrogênio Líquido,175.0,Nacional,1584,53.15,2.63
Avançado Oxigênio Premium Essencial,Hidrogênio Líquido,159.0,Internacional,1283,84.67,2.15
Mega Oxigênio Premium Avançado,Oxigênio Gasoso,167.0,Nacional,684,,7.27
Super Oxigênio Premium Premium,Hidrogênio Gasoso,197.0,Importado Exclusivo,1192,,7.79
Plus Oxigênio Premium Premium,Oxigênio Líquido,176.0,Nacional,1406,21.43,9.82
Avançado Oxigênio Premium Avançado,Hidrogênio Líquido,161.0,Internacional,1536,56.25,9.94
Essencial Oxigênio Premium Verde,Oxigênio Gasoso,155.0,Importado Exclusivo,1081,,7.39
Ultra Oxigênio Premium Extra,Oxigênio Líquido,200.0,Nacional Premium,1064,92.3,1.34
